;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
d_connacht_adj;康诺特;connachtiane;Connachter;;Connachtiano;;;;;;;;;x
d_leinster_adj;伦斯特;leinst閞ienne;Leinsterer;;Leinsteriano;;;;;;;;;x
d_munster_adj;芒斯特;munst閞oise;M黱steraner;;Munsteriano;;;;;;;;;x
d_ulster_adj;阿尔斯特;ulst閞ienne;Ulsterer;;Ulsterano;;;;;;;;;x
d_argyll_adj;阿盖尔;argyllienne;Argyller;;Argylliano;;;;;;;;;x
d_lothian_adj;洛锡安;lothienne;Lothianer;;Lothiano;;;;;;;;;x
d_galloway_adj;加洛韦;gallowayane;Gallowayer;;Gallowayana;;;;;;;;;x
d_northumberland_adj;诺森伯兰;northumbrienne;Northumberlandischer;;Northumberland閟;;;;;;;;;x
d_nikaea_adj;尼西亚;nic閑nne;Nik鋏r;;Niceno;;;;;;;;;x
d_gelre_adj;海尔雷;gueldrienne;Gelrischer;;Gelrian閟;;;;;;;;;x
d_ryazan_adj;梁赞;riazanaise;Ryasanischer;;Ryazan閟;;;;;;;;;x
d_bulgar_adj;保加尔;bulgare;Bulgarischer;;B鷏garo;;;;;;;;;x
d_mazandaran_adj;马赞德兰;mazandarani;Masandarischer;;Mazandaran?;;;;;;;;x
d_moray_adj;马里;morayienne;Morayer;;Morayana;;;;;;;;;x
d_meath_adj;米斯;meathienne;Meathischer;;Meathiano;;;;;;;;;x
d_deheubarth_adj;德赫巴斯;deheubarthienne;Deheubarther;;Deheubarthiano;;;;;;;;;x
d_brunswick_adj;布伦瑞克;brunswickienne;Brunswicker;;Brunswickiano;;;;;;;;;x
d_dauphine_adj;道芬;dauphinoise;Dauphiner;;Dauphiniano;;;;;;;;;x
;#d_aquitaine_adj;Aquitainian;;Aquitainer;;Aquitainiano;;;;;;;;;x;
d_valois_adj;瓦卢瓦;valoisienne;Valoisainer;;Valoisaino;;;;;;;;;x
d_constantine_adj;君士坦丁;constantinienne;Constantiner;;Constantiniano;;;;;;;;;x
d_abbasid_adj;阿巴斯;abbasside;Abbasidischer;;Abbasido;;;;;;;;;x
d_balearic_adj;巴利阿里;bal閍re;Balearischer;;Balearo;;;;;;;;;x
d_bergen_adj;卑尔根;bergenienne;Bergener;;Bergeniano;;;;;;;;;x
d_bordeaux_adj;波尔多;bordelaise;Bordeauischer;;Bordeauxiano;;;;;;;;;x
d_gilan_adj;吉兰;gilaniane;;;Gilano;;;;;;;;;x
FE_CREATE_GAME;创建游戏;Cr閑r une partie;Spiel erstellen;;Crear la Partida;;;;;;;;;x
HOST_DESC;创建一个游戏以便让其他人能够加入该游戏\n在游戏创建以后，你将不能改变开局时间或者读取其他存档;H閎erger une partie afin que d'autres joueurs puissent la rejoindre.\nVous ne pourrez plus changer de date de d閜art ou de sauvegarde une fois la partie h閎erg閑.;Spiel hosten admit andere Spieler beitreten k鰊nen\nNach dem Hosten sind Sie nicht mehr in der Lage das Anfangsdatum zu 鋘dern oder ein Savegame zu laden;;Se anfitrii髇 de la partida para que otros se puedan unir\nNo podr醩 cambiar la fecha de inicio o una partida guardada despu閟 de iniciar;;;;;;;;;x
DEATH_BY_MURDER_NO_KILLER;被谋杀了;a 閠?assassin閇GetNoneE];wurde ermordet;;fue asesinado;;;;;;;;;x
DEATH_EXECUTION_NO_KILLER;被处决了;a 閠?ex閏ut閇GetNoneE];wurde hingerichtet;;fue ejecutado;;;;;;;;;x
DEATH_DUNGEON_NO_KILLER;死于狱中;est mort[GetNoneE] en prison;starb im Gef鋘gnis;;muri?en prisi髇;;;;;;;;;x
DEATH_DUEL_NO_KILLER;在私人决斗中被杀;est mort[GetNoneE] dans un combat singulier;unterlag im Duell;;cay?en bravo combate;;;;;;;;;x
EVTOPTB3335;[Root.Liege.GetTitledFirstName]将安好;[Root.Liege.GetTitledFirstName] ira bien;;;[Root.Liege.GetTitledFirstName] estar?bien;;;;;;;;;x
plot_weaken_fellow_vassal_title;希望看到[This.GetFullName]被授予给一位新的统治者;Voir le [This.GetFullName] 阾re confi??un nouveau seigneur;Sehen Sie zu, dass [This.GetFullName] einem neuen Herrscher zugeteilt wird;;Observar como [This.GetFullName] es entreagado a otro gobernante;;;;;;;;;x
plot_weaken_fellow_vassal_desc;削弱[This.Holder.GetTitledName]的力量基础，通过分割[This.Holder.GetHerHis]产业并授予[This.GetFullName]给[This.Holder.GetHerHis]其中一个封臣。;Affaiblir la source de pouvoir de [This.Holder.GetTitledName] en d閙embrant ses seigneuries et en accordant [This.GetFullName] ?l'un de ses vassaux.;Schw鋍hen Sie die Hausmacht von [This.Holder.GetTitledName] indem Sie [This.Holder.GetHerHis] Besitzt黰er aufteilen und [This.GetFullName] einem Vassalen von [This.Holder.GetHerHis] zuteilen.;;Debilita el poder de [This.Holder.GetTitledName] dividiendo [This.Holder.GetHerHis] posesiones y entregando el [This.GetFullName] a uno de [This.Holder.GetHerHis] vasallos.;;;;;;;;;x
plot_weaken_fellow_vassal_decision;[Root.GetPlot];[Root.GetPlot];;;[Root.GetPlot];;;;;;;;;x
plot_weaken_fellow_vassal_decision_desc;通过向[Root.PlotTarget.GetTitledName]下达最后通牒，把密谋付诸行动。;D閏lencher le complot en envoyant un ultimatum ?[Root.PlotTarget.GetTitledName];Bringen Sie den Plot in's Rollen indem Sie ein Ultimatum an [Root.PlotTarget.GetTitledName] schicken.;;Impulsar el complot enviando un ultimatum a [Root.PlotTarget.GetTitledName].;;;;;;;;;x
plot_weaken_fellow_vassal_decision_liege;寻求[Root.TopLiege.GetTitledFirstName]的支持。;Solliciter le soutien de [Root.TopLiege.GetTitledFirstName].;Versuchen Sie [Root.TopLiege.GetTitledFirstName] als Mitverschw鰎er zu gewinnen.;;Obtener el apoyo de [Root.TopLiege.GetTitledFirstName].;;;;;;;;;x
