;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
d_venetian_navy;亚德里亚海舰队;Flotte de gal鑢es de l'Adriatique;Adriatische Galleren;;Galeras Adri醫icas;;;;;;;;;x
d_venetian_navy_adj;亚德里亚海舰队;adriatique;Adriatisch;;Adri醫ica;;;;;;;;;x
d_genoese_navy;力久利安海舰队;Flotte de gal鑢es liguriennes;Ligurische Galleren;;Galeras Ligurias;;;;;;;;;x
d_genoese_navy_adj;力久利安海舰队;ligure;Ligurisch;;Liguria;;;;;;;;;x
d_hanseatic_navy;波罗的海船队;Flotte de cogues de la Baltique;Baltische Koggen;;Cocas B醠ticas;;;;;;;;;x
d_hanseatic_navy_adj;波罗的海船队;baltique;Baltisch;;B醠tica;;;;;;;;;x
d_frisian_navy;北海船队;Flotte de cogues de la mer du Nord;Nordsee-Koggen;;Cocas del Mar del Norte;;;;;;;;;x
d_frisian_navy_adj;北海船队;nordique;Nordsee;;Mar del Norte;;;;;;;;;x
d_finnish_band;芬兰大队;Bande arm閑 finnoise;Finnischer Trupp;;Banda Finlandesa;;;;;;;;;x
d_finnish_band_adj;芬兰大队;finnoise;Finnischer;;Finlandesa;;;;;;;;;x
;#d_lappish_band;Lappish Band;;Lappl?ndischer Trupp;;Banda Lapona;;;;;;;;;x;
;#d_lappish_band_adj;Lappish;;Lappl?ndisch;;Lapona;;;;;;;;;x;
d_lithuanian_band;立陶宛大队;Bande arm閑 lituanienne;Lithauischer Trupp;;Banda Lituana;;;;;;;;;x
d_lithuanian_band_adj;立陶宛大队;lituanienne;Lithauisch;;Lituana;;;;;;;;;x
d_abyssinian_band;阿比西尼亚大队;Bande arm閑 d'Abyssinie;Abessinischer Trupp;;Banda Abisinia;;;;;;;;;x
d_abyssinian_band_adj;阿比西尼亚大队;abyssinienne;Abessinischer;;Abisinia;;;;;;;;;x
d_scottish_band;苏格兰大队;Bande arm閑 閏ossaise;Schottischer Trupp;;Banda Escocesa;;;;;;;;;x
d_scottish_band_adj;苏格兰大队;閏ossaise;Schottisch;;Escocesa;;;;;;;;;x
d_irish_band;爱尔兰大队;Bande arm閑 irlandaise;Irischer Trupp;;Banda Irlandesa;;;;;;;;;x
d_irish_band_adj;爱尔兰大队;irlandaise;Irisch;;Irlandesa;;;;;;;;;x
d_alan_band;“亚伦骑手”;Bande de cavaliers alains;Alanische Reiter;;Jinetes Alanos;;;;;;;;;x
d_alan_band_adj;亚伦;alaine;Alanisch;;Alana;;;;;;;;;x
d_nubian_band;努比亚大队;Bande arm閑 nubienne;Nubischer Trupp;;Banda Nubia;;;;;;;;;x
d_nubian_band_adj;努比亚大队;nubienne;Nubier;;Nubia;;;;;;;;;x
k_genoa;热那亚;G阯es;Genua;;G閚ova;;;;;;;;;x
k_genoa_adj;热那亚;g閚oise;Genuanischer;;Genovesa;;;;;;;;;x
k_pisa;比萨;Pise;Pisa;;Pisa;;;;;;;;;x
k_pisa_adj;比萨;pisane;Pisa-;;Pisana;;;;;;;;;x
d_somerset_adj_norman;萨默塞特;somersetienne;Somerset-;;Somersetiano;;;;;;;;;x
d_somerset_adj_english;萨默塞特;somersetienne;Somerset-;;Somersetiano;;;;;;;;;x
d_bedford_adj_norman;贝德福德;bedfordoise;Bedforder;;Bedforde馻;;;;;;;;;x
d_bedford_adj_english;贝德福德;bedfordoise;Bedforder;;Bedforde馻;;;;;;;;;x
d_hereford_adj_norman;麦西亚;herefordienne;Hereforder;;Herefordiana;;;;;;;;;x
