;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
FACTION_LEADER;ÅÉÏµÁìµ¼ÈË;Chef de faction;Fraktionsleiter;;Líder de la Facción;;;;;;;;;x
FACTION_MEMBER;ÅÉÏµ³ÉÔ±;Membre de faction;Fraktionsmitglied;;Miembro de la Facción;;;;;;;;;x
opinion_defeated_major_revolt;·ÛËéÖØÒª·´ÅÑ;A écras?une révolte majeure;hat einen bedeutenden Aufstand niedergeschlagen;;Derrot?una revuelta importante;;;;;;;;;x
opinion_spared_after_revolt;¿íË¡ÅÑÂÒ;Épargn?après une rébellion;nach einer Rebellion verschont;;Perdonado tras rebelarse;;;;;;;;;x
opinion_divine_blood_marriage;ÑªÇ×Ê¥»é;Mariage Divin;göttliche Heirat;;Matrimonio Divino;;;;;;;;;x
opinion_non_divine_marriage;ÙôäÂ»éÒö;Mariage Profane;profane Heirat;;Matrimonio Profano;;;;;;;;;x
action_uncover_plots;ÃÜÄ±;Intriguer;Intrigieren;;Estratagema;;;;;;;;;x
miaphysite;»ù¶½ºÏĞÔÅÉ;miaphysite;Miaphysit;;Miafisita;;;;;;;;;x
monothelite;»ù¶½Ò»Ö¾ÅÉ;monothélite;Monothelit;;Monotelista;;;;;;;;;x
d_miaphysite;»ù¶½ºÏĞÔÅÉ½Ì×Ú;Papaut?miaphysite;Das miaphysitische Papsttum;;El Papado Miafisita;;;;;;;;;x
d_miaphysite_adj;¿ÆÆÕÌØ½Ì×Ú;papale miaphysite;koptisch Päpstlich;;Copta;;;;;;;;;x
COPTIC_POPE;¿ÆÆÕÌØ½Ì×Ú;Pape miaphysite;Koptischer Papst;;Papa Copto;;;;;;;;;x
INTERACTION_CANNOT_REVOKE_LAST_TEMPLE_OFF_REL_HEAD;²»ÄÜ´ÓÄãµÄ×Ú½ÌÁìĞä°ş¶áÎ¨Ò»×Ú½ÌÁìµØ¡£;Vous ne pouvez pas révoquer le dernier temple d'un leader d'une religion;Kann eurem Kirchenoberhaupt nicht das letzte kirchliche Besitztum entziehen;;No puedes revocar el último emplazamiento religioso a tu Líder religioso;;;;;;;;;x
d_monophysite;»ù¶½Ò»ĞÔÅÉ½Ì×Ú;La Papaut?monophysite;Das monophysitische Papsttum;;El Papado Monofisita;;;;;;;;;x
d_monophysite_adj;»ù¶½Ò»ĞÔÅÉ½Ì×Ú;papale monophysite;monophysitisch Päpstlich;;Monofisita;;;;;;;;;x
MONOPHYSITE_POPE;»ù¶½Ò»ĞÔÅÉ½Ì×Ú;Pape monophysite;monophysitischer Papst;;Papa Monofisita;;;;;;;;;x
d_nestorian;¶«·½½Ì»áÄÁÊ×;Le Patriarcat d'Orient;Das Patriarchat des Ostens;;El Patriarcado Oriental;;;;;;;;;x
d_nestorian_adj;¶«·½½Ì»áÄÁÊ×;patriarcale orientale;östlich Patriarchal;;Patriarcal Oriental;;;;;;;;;x
PATRIARCH_IN_THE_EAST;¶«·½½Ì»áÄÁÊ×;Patriarche d'Orient;Patriarch des Ostens;;Patriarca Oriental;;;;;;;;;x
d_monothelite;»ù¶½Ò»Ö¾ÅÉÄÁÊ×;Le Patriarcat monothélite;Das monotheletismische Patriarchat;;El Patriarcado Monotelita;;;;;;;;;x
d_monothelite_adj;»ù¶½Ò»Ö¾ÅÉÄÁÊ×;patriarcale monothélite;monotheletismisch Patriarchal;;Monotelita;;;;;;;;;x
MONOTHELITE_PATRIARCH;»ù¶½Ò»Ö¾ÅÉÄÁÊ×;Patriarche monothélite;Monotheletismische Patriarch;;Patriarca Monotelita;;;;;;;;;x
INTERACTION_TITLE_NOT_CONTESTED;Ã»ÓĞÈÎºÎµÄÕ½Õù½è¿Ú;Ce titre n'est pas l'objectif ni le prétexte d'une guerre en cours;Titel kann nicht das Ziel oder die Rechtfertigung für einen laufenden Krieg sein;;Este título no puede ser el objetivo ni la justificación de ninguna guerra activa;;;;;;;;;x
AND_TRIGGER_STARTS;ÒÔÏÂ±ØĞëÊÇÇĞÊµ¿ÉĞĞµÄ;Toutes les conditions doivent être valides;alle nachfolgenden Bedingungen müssen erfüllt sein;;Todas deben ser verdaderas;;;;;;;;;x
WAR_INVALID_LOG;$WAR$ ÓĞ¾ö¶¨ĞÔµÄ$REASON$;La $WAR$ s'est terminée de manière indécise. $REASON$;$WAR$ endete ergebnislos$REASON$;;$WAR$ ha terminado infructuosamente$REASON$;;;;;;;;;x
WAR_INVALID_CHARACTER_UNLANDED;\n($CHARACTER$ Ï÷·ª);\n($CHARACTER$ n'a désormais plus aucune terre);\n($CHARACTER$ wurde landlos);;\n($CHARACTER$ ha perdido todas sus posesiones);;;;;;;;;x
WAR_INVALID_LIEGE_HIERARCHY;\n(¾ı³¼¹ØÏµ±ä»¯ $CHARACTER$);\n(Le seigneur a chang?pour $CHARACTER$);\n(Lehnsheer von $CHARACTER$ geändert);;\n($CHARACTER$ ha cambiado de Señor);;;;;;;;;x
