;#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
EVTDESC60010;伟大的[Root.GetTitledName]和[Root.GetHerHis]的封臣们皈依了天主教！;Son Excellence [Root.GetTitledName] et tous ses vassaux se sont convertis au catholicisme?;[Root.GetHerHis]e Lordschaft [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den katholischen Glauben angenommen!;;l Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Cat髄ica!;;;;;;;;;x
EVTDESC60011;伟大的[Root.GetTitledName]和[Root.GetHerHis]的封臣们皈依了东正教！;Son Excellence [Root.GetTitledName] et tous ses vassaux se sont convertis ?l'orthodoxie?;[Root.GetHerHis]e Lordschaft [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den orthodoxen Glauben angenommen!;;l Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Ortodoxa!;;;;;;;;;x
EVTDESC60012;伟大的[Root.GetTitledName]和[Root.GetHerHis]的封臣们皈依了逊尼派！;Son Excellence [Root.GetTitledName] et tous ses vassaux se sont convertis au sunnisme?;[Root.GetHerHis]e Lordschaft [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den sunnitischen Glauben angenommen!;;l Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Sun?;;;;;;;;;x
EVTDESC60013;伟大的[Root.GetTitledName]和[Root.GetHerHis]的封臣们皈依了什叶派！;Son Excellence [Root.GetTitledName] et tous ses vassaux se sont convertis au chiisme?;[Root.GetHerHis]e Lordschaft [Root.GetTitledName] und all [Root.GetHerHis]e Vasallen haben konvertiert und den schiitischen Glauben angenommen!;;l Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Chi?;;;;;;;;;x
MONTHLY_PROJECTED_COST;预计每月花费: $COST$?;Estimation du co鹴 mensuel? $COST$?;Gesch鋞zte monatliche Kosten: $COST$?;;Coste Mensual Presupuestado: $COST$?;;;;;;;;;x
YEARLY_PROJECTED_COST;预计每年成本: $COST$?;Estimation du co鹴 annuel? $COST$?;Gesch鋞zte j鋒rliche Kosten: $COST$?;;Coste Anual Presupuestado: $COST$?;;;;;;;;;x
PER_MONTH;$VAL$? / 每月;$VAL$? / Mois;$VAL$? / Monat;;$VAL$? / Mes;;;;;;;;;x
AIREASON_KINGDOMS_DONT_ACCEPT_VASSALAGE;我是国王!;J'ai un rang royal?;Ich bin ein K鰊ig!;;oy un Rey!;;;;;;;;;x
ACCEPT;接受;Accepter;Zustimmen;;Aceptar;;;;;;;;;x
DECLINE;拒绝;Refuser;Ablehnen;;Declinar;;;;;;;;;x
HAS_LESS_RAISED_TROOP_DAYS;军队动员少于 $DAYS$? 天\n;Troupes lev閑s depuis moins de $DAYS$? jours\n;Aufgestellte Truppen in den letzten $DAYS$? Tagen\n;;Tropas reclutadas menos de $DAYS$? D韆s\n;;;;;;;;;x
HAS_MORE_RAISED_TROOP_DAYS;军队动员至少 $DAYS$? 天\n;Troupes lev閑s depuis au moins $DAYS$? jours\n;Aufgestellte Truppen seit mindestens $DAYS$? Tagen\n;;Tropas reclutadas al menos $DAYS$? D韆s\n;;;;;;;;;x
SET_RAISED_TROOP_OPINION;$ACTIVE$的? 延长了附庸好感期限相比于 $PASSIVE$? 设为 $MUCH$?.\n;Le nombre de jours pendant lesquels $ACTIVE$? augmente l'opinion sur la lev閑 de troupes contre $PASSIVE$? passe ?$MUCH$?.\n;$ACTIVE$s? Missfallen bez黦lich der Zwangseinberufung durch $PASSIVE$? w鋒rt noch $MUCH$? Tage.\n;;D韆s de leva reclutada $ACTIVE$? contra $PASSIVE$? Puesta a $MUCH$?.\n;;;;;;;;;x
CONTESTED_TITLE;争夺的头衔: $TITLE$;Titre contest闋: $TITLE$;Angefochtene Titel: $TITLE$;;T韙ulo disputado: $TITLE$;;;;;;;;;x
THREAT_REASON_HATRED;低好感;Mauvaise opinion;Geringsch鋞zung;;Mala Opini髇;;;;;;;;;x
THREAT_REASON_LOVE;高好感;Haute opinion;Hochachtung;;Buena Opini髇;;;;;;;;;x
THREAT_REASON_CB;宣战理由;Casus Belli;Kriegsgrund;;Casus Belli;;;;;;;;;x
THREAT_REASON_PRETENDER;觊觎者;Pr閠endant;Bewerber;;Pretendiente;;;;;;;;;x
