#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x;
enatic;Å®ĞÔ;Utérine;Enatisch;;Enática;;;;;;;;;x
enatic_desc;Ö»ÓĞÅ®ĞÔÄÜ¼Ì³ĞÍ·ÏÎ;Uniquement les femmes peuvent hériter.;Nur Frauen können erben.;;Sólo las mujeres pueden heredar.;;;;;;;;;x
enatic_cognatic;Å®ĞÔÓÅÏÈ;Utérine-cognatique;Enatisch-kognatisch;;Enática-Cognática;;;;;;;;;x
enatic_cognatic_desc;ÄĞĞÔ½öÔÚÃ»ÓĞºÏ·¨Å®ĞÔ¿ÉÒÔ¼Ì³ĞµÄÇé¿öÏÂ²Å»áµÃµ½¼Ì³ĞÈ¨.;Les hommes peuvent hériter, mais uniquement s'il n'y a aucune femme éligible.;Männer können erben, aber nur dann, wenn es keine erbberechtigten Frauen gibt.;;Los hombres pueden heredar, pero sólo si no hay mujeres elegibles.;;;;;;;;;x
enatic_succession;Å®ĞÔ;Utérine;Enatisch;;Enática;;;;;;;;;x
enatic_succession_desc;Ö»ÓĞÅ®ĞÔ¿ÉÒÔ¼Ì³Ğ;Uniquement les femmes peuvent hériter.;Nur Frauen können erben.;;Sólo las mujeres pueden heredar.;;;;;;;;;x
enatic_cognatic_succession;Å®ĞÔÓÅÏÈ;Utérine-cognatique;Enatisch-kognatisch;;Enática-Cognática;;;;;;;;;x
enatic_cognatic_succession_desc;ÄĞĞÔ½öÔÚÃ»ÓĞºÏ·¨Å®ĞÔ¿ÉÒÔ¼Ì³ĞµÄÇé¿öÏÂ²Å»áµÃµ½¼Ì³ĞÈ¨.;Les hommes peuvent hériter, mais uniquement s'il n'y a aucune femme éligible.;Männer können erben, aber nur dann, wenn es keine erbberechtigten Frauen gibt.;;Los hombres pueden heredar, pero sólo si no hay mujeres elegibles.;;;;;;;;;x
TRIGGER_ROOT;ÏÔĞÔ¸ùÔªËØ;Root;;;Origen;;;;;;;;;x
TRIGGER_PREV;ÏÔĞÔÒ»ÒÔÔªËØ;Prev;;;Prev.;;;;;;;;;x
TRIGGER_FROMFROM;ÏÔĞÔÌõ¼ş Ê±¼ä µØÇø;FromFrom;;;FromFrom;;;;;;;;;x
HAS_NOT_CALLED_CRUSADE;»¹Ã»ÓĞÕıÔÚ½øĞĞµÄ$RELIGION$ $CRUSADE_NAME$;Il n'y a pas de $CRUSADE_NAME$ $RELIGION$ en cours;Es gibt KEINEN aktiven $RELIGION$ $CRUSADE_NAME$;;NO hay ninguna $CRUSADE_NAME$ $RELIGION$ activa;;;;;;;;;x
HAS_CALLED_CRUSADE;ÓĞÒ»³¡ÕıÔÚ½øĞĞµÄ$RELIGION$ $CRUSADE_NAME$;Il y a une $CRUSADE_NAME$ $RELIGION$ en cours;Es gibt einen aktiven $RELIGION$ $CRUSADE_NAME$;;Hay una $CRUSADE_NAME$ $RELIGION$ activa;;;;;;;;;x
LIEGE_PRESTIGE_BUILDING;ÁìÖ÷ÍşÍûµã:§G+$VALUE$§!;Prestige pour le seigneur lige? §G+$VALUE$?;Prestige an Lehnsherr: §G+$VALUE$?;;Prestigio para el Señor: §G+$VALUE$?;;;;;;;;;x
TEMPLE_HOLDING_PIETY;ÁìµØÉÏµÄ§Y$NUM$§!Éñµî£º§G+$VALUE$§!;§Y$NUM$? temples du domaine? §G+$VALUE$?;§Y$NUM$? Tempel in der Domäne: §G+$VALUE$?;;Templos en la heredad: §G+$VALUE$?;;;;;;;;;x
EVTDESC_TOG_3400;×î½ü£¬Á½¸öÉñÃØµÄÁÔÊÖ°İ·ÃÎÒ£¬¸æËßÎÒÎÒÓ¦¸ÃÓë[From.GetFirstName]¡ª¡ªÎÒÄÇÃ²±ÈÎŞÑÎ£¬ÉíÈçÖ§ÀëÊèµÄÆŞ×Ó¡ª¡ªÍ¬´²¡£ËûÃÇ»¹¸æËßÎÒ£¬ÎÒµÄÆŞ×Ó»áÎªÎÒÉú¸ö¶ù×Ó£¬¶øÇÒ´Ë×Ó½«À´±ØÎªĞÛ²Å´óÂÔÖ®Ö÷¡£ÖÇÕßÃÇ¸æËßÎÒ£¬ÄÇÁ½Î»ÁÔÊÖÄÜÔ¤ÖªÎ´À´£¬¶øÇÒ¾«Í¨Ä§·¨£¬Òò´ËÎÒÓ¦¸ÃÁôÒâËûÃÇµÄ»°¡£;Deux chasseurs mystérieux sont venus me voir récemment, me disant que je devrais m'allonger avec [From.GetFirstName], ma femme laide et diforme, afin qu'elle puisse porter mon fils qui deviendra un roi puissant et grand.;Jüngst erschienen zwei seltsame Jäger und rieten mir [From.GetFirstName], meinem hässlichen, unförmigen Weib, beizuwohnen, da sie mir einen starken und mächtigen König gebären würde. Die weisen Männer und Frauen sagen, dass die Jäger prophetische Kräfte haben und ich ihren Rat annehmen sollte.;;Dos cazadores misteriosos vinieron a mi, diciéndome que debo yacer con [From.GetFirstName], my horrible y deforme esposa, porque ella me dar?un hijo que ser?un gran y poderoso rey. El hombre sabio y la mujer sabia me dijeron que los cazadores tenían poderes de profecía y magia, y que debería atender su sugerencia.;;;;;;;;;x
EVTOPTA_TOG_3400;ÎÒÓ¦¸ÃÓëËıÍ¬´²¡£;Je vais m'allonger avec elle.;Ich werde ihr beiwohnen.;;Debo yacer con ella.;;;;;;;;;x
EVTOPTB_TOG_3400;ÎÒ¾Ü¾øÓëÎÒÄÇË®Å£°ã³óÂªµÄÆŞ×ÓÍ¬´²¡£;Je refuse de m'allonger avec cette espèce de buffle abjecte.;Ich weigere mich, diesem hässlichen, stiernackigen Weib beizuwohnen.;;Me niego a yacer con esta horrible mujer con pinta de búfalo.;;;;;;;;;x
EVTOPTC_TOG_3400;ÄÇÁ½¸öÁÔÈËÖ»ÊÇÁ½¸öÉÆÓÚ¹Æ»óÓŞ·òÓŞ¸¾µÄ·è×Ó£¡;Ces chasseurs sont simplement des hommes fous et supersticieux.;Die Jäger sind nur abergläubische Narren.;;Los cazadores son tan sólo unos locos supersticiosos.;;;;;;;;;x
EVTDESC_TOG_3401;ÄãµÄ³¼Ãñ³É¹¦éêÉ±ÁËÄÇÖ»Îªº¦ÏçÀï£¬ÉËº¦ÈËĞóµÄĞÜ¡£ÏÖÔÚ³¼ÃñÃÇÓ¦¸ÃÎªĞÜÖ®»ê¾ÙĞĞÃûÎªÁÔĞÜ´ó»áµÄÇì×£ÒÇÊ½£¬ÒòÎªĞÜÔÚÎÒÃÇµÄÉú»îÖĞÓĞ×ÅÖØÒªµÄÏóÕ÷ÒâÒå¡£´í¹ıÕâ´ÎÒÇÊ½¾ÍÌ«²»Ã÷ÖÇÁË¡£;Vos hommes ont réussi ?abattre l'ours qui tuait le bétail des villages voisins. Ils prévoient une fête en commémoration de l'esprit de l'ours nomm?peijaiset. L'ours tenant une grande importance symbolique dans nos coutumes, il ne serait pas sage de laisser cette opportunit?passée.;Euren Männern ist es gelungen, den gewaltigen Bär, der das Vieh der umliegenden Dörfer gerissen hat, zu erlegen. Nun verlangen sie nach einem Gelage in Gedenken an den Tiergeist des Bören, den sie peijaiset nennen. Bären haben große Symbolkraft in unserem Leben, also erscheint es nicht weise, dem zu widersprechen.;;Tus hombres consiguieron cazar un oso que estaba matando al ganado en los pueblos de los alrededores. Estos hombres reclaman una fiesta conmemorando el espíritu del oso, llamado Peijaiset. Ya que los osos representan un gran simbolismo en nuestras vidas, no sería astuto dejar pasar esta oportunidad.;;;;;;;;;x
